Name	Source	CR	Type	Size	PP	Image	Token	Named
Elder Oblex	Mordenkainen Presents: Monsters of the Multiverse	10	Ooze	H				FALSE
Elder Shadow Drake	Tome of Beasts 1	7	Dragon	L				FALSE
Elder Tempest	Mordenkainen Presents: Monsters of the Multiverse	23	Elemental	G				FALSE
Eldrick Runeweaver	Monsters of Drakkenheim	15	Humanoid	M				FALSE
Eldritch Cataclysm	Monsters of Drakkenheim	13	Elemental	G				FALSE
Eldritch Crawler	Monsters of Drakkenheim	3	Aberration	M				FALSE
Eldritch Dreg	Monsters of Drakkenheim	3	Aberration	M				FALSE
Eldritch Herald	Lairs of Etharis	5	Humanoid	M				FALSE
Eldritch Horror Hatchling	Keys from the Golden Vault	2	Monstrosity	L				FALSE
Eldritch Priest	Lairs of Etharis	2	Humanoid	M				FALSE
Eldritch Trickster	Monsters of Drakkenheim	4	Humanoid	M				FALSE
Eldritch Troll	Monsters of Drakkenheim	8	Giant	L				FALSE
Elemental Locus	Tome of Beasts 1	17	Elemental	G				FALSE
Elephant	Basic Rules (2014)	4	Beast	H				FALSE
Elf Vampire (Ancient)	Lairs of Etharis	19	Undead	M				FALSE
Eliphas Adulare	Keys from the Golden Vault	5	Humanoid	M				TRUE
Elise	Van Richten's Guide to Ravenloft	5	Construct	M				FALSE
Elister Noggins	Storm King's Thunder	2	Humanoid	S				TRUE
Elizar Dryflagon	Princes of the Apocalypse	5	Humanoid	M				TRUE
Elk	Basic Rules (2014)	0.25	Beast	L				FALSE
Elkhorn	The Wild Beyond the Witchlight	2	Humanoid	M				FALSE
Elora Quickwit	Humblewood Tales	2	Humanoid	M				TRUE
Elvish Veteran Archer	Tome of Beasts 1	3	Humanoid	M				FALSE
Ember Roc	Tal'Dorei Campaign Setting Reborn	14	Monstrosity	G				FALSE
Emberosa	Waterdeep: Dungeon of the Mad Mage	9	Giant	H				TRUE
Embric	Waterdeep: Dragon Heist	2	Humanoid	M				TRUE
Emerald Dragon Wyrmling	Fizban's Treasury of Dragons	2	Dragon	M				FALSE
Emerald Enclave Scout	Out of the Abyss	0.5	Humanoid	M				FALSE
Emerald Eye	Tome of Beasts 1	1	Construct	T				FALSE
Emerald Greatwyrm	Fizban's Treasury of Dragons	26	Dragon	G				FALSE
Emerald Order Cult Leader	Tome of Beasts 1	8	Humanoid	M				FALSE
Empty Cloak	Tome of Beasts 1	0.5	Construct	M				FALSE
Empyrean	Monster Manual (2014)	23	Celestial	H				FALSE
Empyrean Brazen Bull	Lairs of Etharis	10	Celestial	H				FALSE
Encephalon Cluster	Phandelver and Below: The Shattered Obelisk	10	Aberration	L				FALSE
Encephalon Gemmule	Phandelver and Below: The Shattered Obelisk	3	Aberration	T				FALSE
Enchanter	Volo's Guide to Monsters	5	Humanoid	M				FALSE
Enchanter Wizard	Mordenkainen Presents: Monsters of the Multiverse	5	Humanoid	M				FALSE
Enchanting Infiltrator	The Book of Many Things	11	Fey	M				FALSE
Endelyn Moongrave	The Wild Beyond the Witchlight	6	Fey	M				FALSE
Enhanced Medusa	Infernal Machine Rebuild	6	Monstrosity	M				FALSE
Enormous Tentacle	Acquisitions Incorporated	2	Beast	H				FALSE
Entropic Flame	Monsters of Drakkenheim	5	Elemental	L				FALSE
Entropic Watcher	Monsters of Drakkenheim	15	Aberration	L				FALSE
Envy	The Wild Beyond the Witchlight	5	Monstrosity	L				TRUE
Eoghan Ghostweaver	Dungeons of Drakkenheim	12	Humanoid	M				FALSE
Eonic Drifter	Tome of Beasts 1	1	Humanoid	M				FALSE
Equinal Guardinal	Planescape: Adventures in the Multiverse	6	Celestial	L				FALSE
Erestee Loff	Tales from the Shadows	2	Humanoid	S				TRUE
Erina	Tome of Beasts 1	0.25	Humanoid	S				FALSE
Erina Defender	Tome of Beasts 1	1	Humanoid	S				FALSE
Erinyes	Basic Rules (2014)	12	Fiend	M	12	https://www.dndbeyond.com/avatars/thumbnails/30782/8/1000/1000/638061948096035985.png	wjuud	FALSE
Erinyes (Rope Variant)	Monster Manual (2014)	12	Fiend	M				FALSE
Erinyes (Summoner Variant)	Monster Manual (2014)	12	Fiend	M				FALSE
Erky Timbers	Tales from the Yawning Portal	0.25	Humanoid	S				TRUE
Esthetic	Spelljammer: Adventures in Space	12	Aberration	G				FALSE
Estia	Tales from the Yawning Portal	9	Giant	H				TRUE
Eternal Flame Guardian	Princes of the Apocalypse	2	Humanoid	M				FALSE
Eternal Flame Priest	Princes of the Apocalypse	3	Humanoid	M				FALSE
Ether Fish	The Griffon's Saddlebag: Book Two	0.125	Monstrosity	T				FALSE
Etherean Trickster	The Griffon's Saddlebag: Book Two	0.5	Humanoid	M				FALSE
Ettercap	Basic Rules (2014)	2	Monstrosity	M	13	https://www.dndbeyond.com/avatars/thumbnails/30783/716/1000/1000/638062016297389481.png	cnvxg	FALSE
Ettercap (variant)	Monster Manual (2014)	2	Monstrosity	M				FALSE
Ettin	Basic Rules (2014)	4	Giant	L	14	https://www.dndbeyond.com/avatars/thumbnails/30783/726/1000/1000/638062016402079484.png	6ekzp	FALSE
Ettin Ceremorph	Bigby Presents: Glory of the Giants	8	Aberration	L				FALSE
Euryale	The Book of Many Things	18	Monstrosity	M				TRUE
Everbug	Humblewood Tales	0	Beast	T				FALSE
Evil Mage	Lost Mine of Phandelver	1	Humanoid	M				FALSE
Evoker	Volo's Guide to Monsters	9	Humanoid	M				FALSE
Evoker Wizard	Mordenkainen Presents: Monsters of the Multiverse	9	Humanoid	M				FALSE
Executioner	Monsters of Drakkenheim	25	Construct	H				FALSE
Exethanter	Curse of Strahd	10	Undead	M				FALSE
Exorcist	Monsters of Drakkenheim	8	Humanoid	M				FALSE
Expeditious Messenger	Eberron: Rising from the Last War	0.125	Construct	T				FALSE
Expert	Dragon of Icespire Peak	1	Humanoid	M				FALSE
Eye Crawler	Lairs of Etharis	0	Aberration	T				FALSE
Eye Crow	Lairs of Etharis	0	Beast	T				FALSE
Eye Golem	Tome of Beasts 1	11	Construct	L				FALSE
Eye Monger	Spelljammer: Adventures in Space	10	Aberration	L				FALSE
Eye of Fear and Flame	Infernal Machine Rebuild	9	Undead	M				FALSE
Eyedrake	Fizban's Treasury of Dragons	8	Aberration	L				FALSE
Eyestalk of Gzemnid	Planescape: Adventures in the Multiverse	15	Monstrosity	G				FALSE
Ezmerelda d'Avenir	Curse of Strahd	8	Humanoid	M				TRUE
Faerie Dragon (Older)	Monster Manual (2014)	2	Dragon	T				FALSE
Faerie Dragon (Younger)	Monster Manual (2014)	1	Dragon	T				FALSE
Faerie Host	Monsters of Drakkenheim	9	Fey	M				FALSE
Faerl	Candlekeep Mysteries	0.125	Humanoid	M				TRUE
Faevlin	Lairs of Etharis	0.25	Fey	S				FALSE
Failed Dragonpriest	Tales from the Yawning Portal	2	Giant	L				FALSE
Fala Lefaliir	Waterdeep: Dragon Heist	2	Humanoid	M				TRUE
Falcon the Hunter	Dragon of Icespire Peak	4	Humanoid	M				TRUE
FALSE Lich	Vecna: Eve of Ruin	21	Undead	M				FALSE
Far Darrig	Tome of Beasts 1	3	Fey	S				FALSE
Far Dweller Abductor	Monsters of Drakkenheim	5	Aberration	M				FALSE
Far Dweller Corruptor	Monsters of Drakkenheim	8	Aberration	M				FALSE
Far Dweller Mastermind	Monsters of Drakkenheim	15	Aberration	M				FALSE
Farastu Demodand	Planescape: Adventures in the Multiverse	11	Fiend	M				FALSE
Fastieth	Eberron: Rising from the Last War	0.25	Beast	M				FALSE
Fate Eater	Tome of Beasts 1	6	Aberration	M				FALSE
Fate Hag	The Book of Many Things	4	Fey	M				FALSE
Fated Shaker	Planescape: Adventures in the Multiverse	5	Humanoid	M				FALSE
Fathomer	Princes of the Apocalypse	2	Humanoid	M				TRUE
Fazrian	Waterdeep: Dungeon of the Mad Mage	16	Celestial	L				TRUE
Fear Smith	Tome of Beasts 1	10	Fey	M				FALSE
Feathergale Knight	Princes of the Apocalypse	1	Humanoid	M				FALSE
Felbarren Dwarf	Storm King's Thunder	0.125	Humanoid	M				FALSE
Felidar	Guildmasters' Guide to Ravnica	5	Celestial	L				FALSE
Fellforged	Tome of Beasts 1	5	Construct	M				FALSE
Female Steeder	Mordenkainen Presents: Monsters of the Multiverse	1	Monstrosity	L				FALSE
Fennor	Princes of the Apocalypse	3	Humanoid	M				TRUE
Fensir Devourer	Bigby Presents: Glory of the Giants	8	Celestial	H				FALSE
Fensir Skirmisher	Bigby Presents: Glory of the Giants	6	Giant	L				FALSE
Feral Ashenwight	Phandelver and Below: The Shattered Obelisk	5	Undead	M				FALSE
Ferol Sal	Explorer's Guide to Wildemount	3	Undead	M				TRUE
Ferrumach Rilmani	Planescape: Adventures in the Multiverse	9	Celestial	M				FALSE
Ferryman	The Crooked Moon Part Two: Monsters & Adventure Campaign	6	Undead	M				FALSE
Festerhulk	The Crooked Moon Part Two: Monsters & Adventure Campaign	11	Undead	H				FALSE
Festus Battlechef	The Griffon's Saddlebag: Book Two	5	Humanoid	M				FALSE
Fewmaster Gholcag	Dragonlance: Shadow of the Dragon Queen	2	Giant	L				TRUE
Fext	Tome of Beasts 1	6	Undead	M				FALSE
Feyr	Spelljammer: Adventures in Space	5	Aberration	L				FALSE
Feyward Tree	Tome of Beasts 1	8	Construct	H				FALSE
Fidele Angel	Tome of Beasts 1	5	Celestial	M				FALSE
Fiendish Auger	Phandelver and Below: The Shattered Obelisk	5	Construct	H				FALSE
Fiendish Flesh Golem	Baldur's Gate: Descent into Avernus	8	Construct	L				FALSE
Fiendish Giant Spider	Out of the Abyss	0.5	Beast	M				FALSE
Fiendish Host	Monsters of Drakkenheim	12	Fiend	M				FALSE
Fiendish Orc	Critical Role: Call of the Netherdeep	4	Fiend	M				FALSE
Firbolg Primeval Warden	Bigby Presents: Glory of the Giants	4	Humanoid	M				FALSE
Firbolg Wanderer	Bigby Presents: Glory of the Giants	5	Humanoid	M				FALSE
Fire Elemental	Basic Rules (2014)	5	Elemental	L	10	https://www.dndbeyond.com/avatars/thumbnails/30783/695/1000/1000/638062015772259390.png	z3x8k	FALSE
Fire Elemental Myrmidon	Mordenkainen Presents: Monsters of the Multiverse	7	Elemental	M				FALSE
Fire Giant	Basic Rules (2014)	9	Giant	H	16	https://www.dndbeyond.com/avatars/thumbnails/30783/927/1000/1000/638062023828890799.png	mmqhd	FALSE
Fire Giant (variant)	Storm King's Thunder	9	Giant	H				FALSE
Fire Giant Dreadnought	Mordenkainen Presents: Monsters of the Multiverse	14	Giant	H				FALSE
Fire Giant Forgecaller	Bigby Presents: Glory of the Giants	18	Giant	H				FALSE
Fire Giant of Evil Fire	Bigby Presents: Glory of the Giants	10	Giant	H				FALSE
Fire Hellion	Bigby Presents: Glory of the Giants	11	Fiend	H				FALSE
Fire Snake	Monster Manual (2014)	1	Elemental	M				FALSE
Firebird	Tome of Beasts 1	4	Celestial	S				FALSE
Firefist	Guildmasters' Guide to Ravnica	7	Humanoid	M				FALSE
Firegaunt	Bigby Presents: Glory of the Giants	11	Undead	H				FALSE
Firegeist	Tome of Beasts 1	2	Elemental	S				FALSE
Firelance	Humblewood Tales	1	Beast	T				FALSE
Firemane Angel	Guildmasters' Guide to Ravnica	12	Celestial	M				FALSE
Firenewt Warlock of Imix	Mordenkainen Presents: Monsters of the Multiverse	1	Elemental	M				FALSE
Firenewt Warrior	Mordenkainen Presents: Monsters of the Multiverse	0.5	Elemental	M				FALSE
First-Year Student	Strixhaven: A Curriculum of Chaos	0.5	Humanoid	M				FALSE
Fist of Bane	Baldur's Gate: Descent into Avernus	0.5	Humanoid	M				FALSE
Five-armed Troll	Waterdeep: Dungeon of the Mad Mage	8	Giant	L				FALSE
Flab Giant	Tome of Beasts 1	4	Giant	L				FALSE
Flabbergast	Acquisitions Incorporated	4	Humanoid	M				FALSE
Flail Snail	Mordenkainen Presents: Monsters of the Multiverse	3	Elemental	L				FALSE
Flame Dragon Wyrmling	Tome of Beasts 1	2	Dragon	M				FALSE
Flamekeeper	Monsters of Drakkenheim	5	Humanoid	M				FALSE
Flameskull	Basic Rules (2014)	4	Undead	T	12	https://www.dndbeyond.com/avatars/thumbnails/14/487/1000/1000/636364325235118776.png	9c6xg	FALSE
Flamewrath	Princes of the Apocalypse	6	Humanoid	M				FALSE
Flaming Skeleton	Tal'Dorei Campaign Setting Reborn	0.5	Undead	M				FALSE
Flapjack the Flumph	Spelljammer: Adventures in Space	0.125	Aberration	S				FALSE
Fleecemane Lion	Mythic Odysseys of Theros	3	Monstrosity	L				FALSE
Flesh Colossus	Bigby Presents: Glory of the Giants	20	Construct	G				FALSE
Flesh Golem	Basic Rules (2014)	5	Construct	M	10	https://www.dndbeyond.com/avatars/thumbnails/30783/970/1000/1000/638062024851930870.png	2mqhz	FALSE
Flesh Meld	Phandelver and Below: The Shattered Obelisk	7	Aberration	H				FALSE
Fleshcrafter	The Griffon's Saddlebag: Book Two	7	Humanoid	M				FALSE
Fleshdobbin	The Crooked Moon Part Two: Monsters & Adventure Campaign	6	Monstrosity	L				FALSE
Flind	Mordenkainen Presents: Monsters of the Multiverse	9	Fiend	M				FALSE
Flintclaw	The Griffon's Saddlebag: Book Two	2	Fiend	M				FALSE
Flitterstep Eidolon	Mythic Odysseys of Theros	3	Undead	M				FALSE
Floon Blagmaar	Waterdeep: Dragon Heist	0	Humanoid	M				TRUE
Flumph	Monster Manual (2014)	0.125	Aberration	S				FALSE
Flutterflesh	Tome of Beasts 1	12	Undead	L				FALSE
Flux Blastseeker	Guildmasters' Guide to Ravnica	5	Humanoid	M				FALSE
Fluxcharger	Guildmasters' Guide to Ravnica	7	Elemental	L				FALSE
Flying Dagger	Baldur's Gate: Descent into Avernus	0.125	Construct	T				FALSE
Flying Horror	Guildmasters' Guide to Ravnica	3	Aberration	M				FALSE
Flying Monkey	Tomb of Annihilation	0	Beast	S				FALSE
Flying Rocking Horse	The Wild Beyond the Witchlight	0.125	Construct	M				FALSE
Flying Snake	Basic Rules (2014)	0.125	Beast	T	11	https://www.dndbeyond.com/avatars/thumbnails/16/517/1000/1000/636376319640572721.jpeg	nhezy	FALSE
Flying Sword	Basic Rules (2014)	0.25	Construct	S	7	https://www.dndbeyond.com/avatars/thumbnails/30761/834/1000/1000/638061095632921781.png	yjcvu	FALSE
Flying Wonder	Forgotten Realms: Adventures in Faerûn	0	Construct	T				FALSE
Folk of Leng	Tome of Beasts 1	2	Humanoid	M				FALSE
Fomorian	Monster Manual (2014)	8	Giant	H				FALSE
Fomorian Deep Crawler	Bigby Presents: Glory of the Giants	10	Giant	H				FALSE
Fomorian Noble	Bigby Presents: Glory of the Giants	15	Giant	H				FALSE
Fomorian Warlock of the Dark	Bigby Presents: Glory of the Giants	12	Giant	H				FALSE
Forest Marauder	Tome of Beasts 1	4	Giant	L				FALSE
Forge Guardian	Tal'Dorei Campaign Setting Reborn	27	Construct	G				FALSE
Four-Armed Gargoyle	Tales from the Yawning Portal	2	Elemental	M				FALSE
Four-Armed Troll	Tyranny of Dragons	6	Giant	L				FALSE
Fox	Icewind Dale: Rime of the Frostmaiden	0	Beast	T				FALSE
Fractal Lepidoptera	Monsters of Drakkenheim	11	Elemental	H				FALSE
Fractal Mascot	Strixhaven: A Curriculum of Chaos	0.25	Construct	S				FALSE
Fragment of Krokulmar	Keys from the Golden Vault	0	Aberration	T				FALSE
Fraternity of Order Law Bender	Planescape: Adventures in the Multiverse	9	Humanoid	M				FALSE
Fraughashar	Tome of Beasts 1	0.5	Fey	S				FALSE
Fraz-Urb'luu	Mordenkainen Presents: Monsters of the Multiverse	23	Fiend	L				TRUE
Frenzied Dreg	Monsters of Drakkenheim	2	Aberration	M				FALSE
Frog	Basic Rules (2014)	0	Beast	T	11	https://www.dndbeyond.com/avatars/thumbnails/16/523/1000/1000/636376321230650501.jpeg	5hftq	FALSE
Froghemoth	Mordenkainen Presents: Monsters of the Multiverse	10	Monstrosity	H				FALSE
Froghemoth Elder	Quests from the Infinite Staircase	15	Monstrosity	H				FALSE
Frond Bellewether	Humblewood Tales	1	Humanoid	S				TRUE
Frontline Medic	Guildmasters' Guide to Ravnica	0.25	Humanoid	M				FALSE
Frost Druid	Icewind Dale: Rime of the Frostmaiden	5	Humanoid	M				FALSE
Frost Giant	Basic Rules (2014)	8	Giant	H	13	https://www.dndbeyond.com/avatars/thumbnails/30783/929/1000/1000/638062023951430779.png	4xhkk	FALSE
Frost Giant (variant)	Storm King's Thunder	8	Giant	H				FALSE
Frost Giant Everlasting One	Mordenkainen Presents: Monsters of the Multiverse	12	Giant	H				FALSE
Frost Giant Ice Shaper	Bigby Presents: Glory of the Giants	17	Giant	H				FALSE
Frost Giant of Evil Water	Bigby Presents: Glory of the Giants	11	Giant	H				FALSE
Frost Giant Skeleton	Icewind Dale: Rime of the Frostmaiden	6	Undead	H				FALSE
Frost Giant Zombie	Explorer's Guide to Wildemount	9	Undead	H				FALSE
Frost Salamander	Mordenkainen's Tome of Foes	9	Elemental	H				FALSE
Frost Worm	Explorer's Guide to Wildemount	17	Monstrosity	G				FALSE
Frostmourn	Bigby Presents: Glory of the Giants	10	Undead	H				FALSE
Frostveil	Tome of Beasts 1	4	Plant	M				FALSE
Frulam Mondath	Tyranny of Dragons	2	Humanoid	M				TRUE
Fume Drake	Dragons of Stormwreck Isle	0.25	Elemental	S				FALSE
Fungal Servant	Candlekeep Mysteries	15	Undead	M				FALSE
Fungal Trolling	Monsters of Drakkenheim	1	Giant	M				FALSE
Fungusfeaster	Humblewood Tales	0.25	Ooze	S				FALSE
Fury of Kostchtchie	Bigby Presents: Glory of the Giants	14	Fiend	H				FALSE
Fzeg	Lairs of Etharis	16	Monstrosity	M				FALSE
Fzeglaich	Lairs of Etharis	7	Monstrosity	M				FALSE
Gaj	Spelljammer: Adventures in Space	4	Aberration	L				FALSE
Galazeth Prismari	Strixhaven: A Curriculum of Chaos	23	Dragon	G				FALSE
Galeb Duhr	Monster Manual (2014)	6	Elemental	M				FALSE
Galeokaerda	Critical Role: Call of the Netherdeep	6	Humanoid	M				FALSE
Gallows Speaker	Van Richten's Guide to Ravenloft	6	Undead	M				FALSE
Galsariad Ardyth (Tier 1)	Critical Role: Call of the Netherdeep	3	Humanoid	M				TRUE
Galsariad Ardyth (Tier 2)	Critical Role: Call of the Netherdeep	5	Humanoid	M				TRUE
Galsariad Ardyth (Tier 3)	Critical Role: Call of the Netherdeep	8	Humanoid	M				TRUE
Galvan Magen	Icewind Dale: Rime of the Frostmaiden	3	Construct	M				FALSE
Galvanic Blastseeker	Guildmasters' Guide to Ravnica	5	Humanoid	M				FALSE
Galvanice Weird	Guildmasters' Guide to Ravnica	1	Elemental	M				FALSE
Gar Shatterkeel	Princes of the Apocalypse	9	Humanoid	M				TRUE
Gargantua	Bigby Presents: Glory of the Giants	21	Aberration	G				FALSE
Gargath	Humblewood Tales	4	Beast	H				FALSE
Gargoyle	Basic Rules (2014)	2	Elemental	M	10	https://www.dndbeyond.com/avatars/thumbnails/30783/892/1000/1000/638062022959460682.png	6gqd6	FALSE
Garmyr Berserker	Monsters of Drakkenheim	6	Monstrosity	L				FALSE
Garmyr Bloodhound	Monsters of Drakkenheim	5	Monstrosity	M				FALSE
Garmyr Thaumaturge	Monsters of Drakkenheim	8	Monstrosity	M				FALSE
Garmyr War Dog	Monsters of Drakkenheim	2	Monstrosity	L				FALSE
Garmyr Warrior	Monsters of Drakkenheim	1	Monstrosity	M				FALSE
Garra	Eberron: Rising from the Last War	1	Giant	L				TRUE
Garret Levistusson	Lost Laboratory of Kwalish	2	Humanoid					TRUE
Garroter Crab	Tome of Beasts 1	0.25	Beast	T				FALSE
Gas Spore	Monster Manual (2014)	0.5	Plant	L				FALSE
Gasdra	Grim Hollow: Player's Guide	1	Monstrosity	S				FALSE
Gash the Gnoll	Out of the Abyss	0.5	Humanoid	M				TRUE
Gauth	Mordenkainen Presents: Monsters of the Multiverse	6	Aberration	M				FALSE
Gazer	Mordenkainen Presents: Monsters of the Multiverse	0.5	Aberration	T				FALSE
Gazer (Familiar Variant)	Mordenkainen Presents: Monsters of the Multiverse	0.5	Aberration	T				FALSE
Gazer Familiar	Volo's Guide to Monsters	0.5	Aberration	T				FALSE
Gbahali	Tome of Beasts 1	6	Beast	H				FALSE
Gearforged Templar	Tome of Beasts 1	6	Construct	M				FALSE
Gearkeeper Construct	Explorer's Guide to Wildemount	10	Construct	L				FALSE
Gegazol	Lairs of Etharis	24	Undead	G				FALSE
Gelatinous Cube	Basic Rules (2014)	2	Ooze	L	8	https://www.dndbeyond.com/avatars/thumbnails/30834/149/1000/1000/638063882505895317.png	5w85c	FALSE
Gelatinous Cube (Giant Ooze variant)	Waterdeep: Dungeon of the Mad Mage	2	Ooze	G				FALSE
Geleton Adventurer	The Griffon's Saddlebag: Book Two	2	Humanoid	M				FALSE
Gem Stalker	Fizban's Treasury of Dragons	5	Monstrosity	L				FALSE
Germination Stall	The Griffon's Saddlebag: Book Two	5	Plant	H				FALSE
Gerridae	Tome of Beasts 1	1	Fey	L				FALSE
Gerta Downyruff	Humblewood Tales	1	Humanoid	M				TRUE
Geryon	Mordenkainen Presents: Monsters of the Multiverse	22	Fiend	H				TRUE
Geryon (Summoner Variant)	Mordenkainen's Tome of Foes	22	Fiend	H				FALSE
Geryon (Variant)	Mordenkainen Presents: Monsters of the Multiverse	22	Fiend	H				TRUE
Ghald	Princes of the Apocalypse	7	Humanoid	L				TRUE
Ghast	Basic Rules (2014)	2	Undead	M	10	https://www.dndbeyond.com/avatars/thumbnails/0/411/1000/1000/636252786516023032.jpeg	msyys	FALSE
Ghelryn Foehammer	Storm King's Thunder	0	Humanoid	M				FALSE
Ghost	Basic Rules (2014)	4	Undead	M	11	https://www.dndbeyond.com/avatars/thumbnails/30783/917/1000/1000/638062023593120762.png	mz6u8	FALSE
Ghost Dragon	Fizban's Treasury of Dragons	17	Undead	H				FALSE
Ghost Knight	Tome of Beasts 1	7	Undead	M				FALSE
Ghostblade Eidolon	Mythic Odysseys of Theros	5	Undead	M				FALSE
Ghostwalk Spider	Tome of Beasts 1	9	Monstrosity	L				FALSE
Ghoul	Basic Rules (2014)	1	Undead	M	10	https://www.dndbeyond.com/avatars/thumbnails/14/483/1000/1000/636364323937041514.png	jrgme	FALSE
Ghoul Lord	Monsters of Drakkenheim	4	Undead	M				FALSE
Ghoul Priest	Monsters of Drakkenheim	3	Undead	M				FALSE
Giant Ant	Tome of Beasts 1	2	Beast	L				FALSE
Giant Ant Queen	Tome of Beasts 1	5	Beast	L				FALSE
Giant Antlion Hatchling	The Griffon's Saddlebag: Book Two	1	Monstrosity	M				FALSE
Giant Ape	Basic Rules (2014)	7	Beast	H	14	https://www.dndbeyond.com/avatars/thumbnails/43938/889/1000/1000/638607408673681530.png	vjqbr	FALSE
Giant Badger	Basic Rules (2014)	0.25	Beast	M	11	https://www.dndbeyond.com/avatars/thumbnails/43938/902/1000/1000/638607409157242443.png	z4zp9	FALSE
Giant Bat	Basic Rules (2014)	0.25	Beast	L	11	https://www.dndbeyond.com/avatars/thumbnails/43938/918/1000/1000/638607409599142805.png	mecq5	FALSE
Giant Blood Eel	The Griffon's Saddlebag: Book Two	1	Beast	L				FALSE
Giant Boar	Basic Rules (2014)	2	Beast	L	8	https://www.dndbeyond.com/avatars/thumbnails/43938/952/1000/1000/638607410436443314.png	ybuq6	FALSE
